county map,county name,region,county type,elderly percentage,access to doctors,uninsured rate,diabetes rate,cardiovascular disease rate,poverty rate,african american population,hispanic population,covid risk index score,social vulnerability rank score,covid risk index,social vulnerability rank
39099, Mahoning  (OH) ,midwest,small city,high elderly percentage,very low access to doctors,very low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,high poverty rate,None,high hispanic population,0.34766,0.415101348,low covid risk index,low social vulnerability rank
49001, Beaver  (UT) ,rockies,rural,very low elderly percentage,very low access to doctors,high uninsured rate,low diabetes rate,very low cardiovascular disease rate,very low poverty rate,very low african american population,high hispanic population,0.347978,0.4590364,low covid risk index,moderate social vulnerability rank
47059, Greene  (TN) ,southeast,rural,high elderly percentage,low access to doctors,moderate uninsured rate,very high diabetes rate,high cardiovascular disease rate,moderate poverty rate,medium african american population,low hispanic population,0.348297,0.440411759,low covid risk index,low social vulnerability rank
8061, Kiowa  (CO) ,rockies,rural,high elderly percentage,None,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,low african american population,medium hispanic population,0.348615,0.485779476,low covid risk index,moderate social vulnerability rank
17085, Jo Daviess  (IL) ,midwest,rural,very high elderly percentage,moderate access to doctors,low uninsured rate,very low diabetes rate,low cardiovascular disease rate,very low poverty rate,low african american population,low hispanic population,0.348933,0.367823411,low covid risk index,low social vulnerability rank
40131, Rogers  (OK) ,southwest,small city,low elderly percentage,high access to doctors,high uninsured rate,high diabetes rate,very high cardiovascular disease rate,very low poverty rate,low african american population,medium hispanic population,0.349252,0.388888889,low covid risk index,low social vulnerability rank
39119, Muskingum  (OH) ,midwest,rural,low elderly percentage,low access to doctors,low uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,medium african american population,very low hispanic population,0.34957,0.43117903,low covid risk index,low social vulnerability rank
54077, Preston  (WV) ,southeast,small city,moderate elderly percentage,high access to doctors,low uninsured rate,high diabetes rate,high cardiovascular disease rate,high poverty rate,high african american population,low hispanic population,0.349889,0.455534331,low covid risk index,moderate social vulnerability rank
40143, Tulsa  (OK) ,southwest,small city,very low elderly percentage,very low access to doctors,high uninsured rate,moderate diabetes rate,high cardiovascular disease rate,moderate poverty rate,high african american population,high hispanic population,0.350207,0.429162687,low covid risk index,low social vulnerability rank
48485, Wichita  (TX) ,southwest,small city,very low elderly percentage,low access to doctors,very high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,high poverty rate,high african american population,very high hispanic population,0.350525,0.460203757,low covid risk index,moderate social vulnerability rank
54105, Wirt  (WV) ,southeast,small city,moderate elderly percentage,very high access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,medium african american population,very low hispanic population,0.350844,0.470656903,low covid risk index,moderate social vulnerability rank
21151, Madison  (KY) ,southeast,rural,very low elderly percentage,low access to doctors,very low uninsured rate,moderate diabetes rate,low cardiovascular disease rate,high poverty rate,high african american population,low hispanic population,0.351162,0.402844105,low covid risk index,low social vulnerability rank
42059, Greene  (PA) ,northeast,rural,moderate elderly percentage,moderate access to doctors,very low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,high poverty rate,medium african american population,very low hispanic population,0.35148,0.446407726,low covid risk index,low social vulnerability rank
19179, Wapello  (IA) ,midwest,rural,low elderly percentage,low access to doctors,very low uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,medium african american population,high hispanic population,0.351799,0.502600021,low covid risk index,moderate social vulnerability rank
46027, Clay  (SD) ,midwest,rural,very low elderly percentage,low access to doctors,moderate uninsured rate,low diabetes rate,low cardiovascular disease rate,high poverty rate,low african american population,low hispanic population,0.352117,0.457975167,low covid risk index,moderate social vulnerability rank
47055, Giles  (TN) ,southeast,rural,high elderly percentage,high access to doctors,high uninsured rate,moderate diabetes rate,high cardiovascular disease rate,moderate poverty rate,high african american population,low hispanic population,0.352436,0.458134352,low covid risk index,moderate social vulnerability rank
18095, Madison  (IN) ,midwest,suburban,moderate elderly percentage,moderate access to doctors,low uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,high poverty rate,high african american population,medium hispanic population,0.352754,0.435901518,low covid risk index,low social vulnerability rank
54019, Fayette  (WV) ,southeast,small city,high elderly percentage,moderate access to doctors,low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,high african american population,very low hispanic population,0.353072,0.512310305,low covid risk index,moderate social vulnerability rank
26075, Jackson  (MI) ,midwest,small city,low elderly percentage,moderate access to doctors,very low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,moderate poverty rate,high african american population,medium hispanic population,0.353391,0.425925926,low covid risk index,low social vulnerability rank
47119, Maury  (TN) ,southeast,suburban,low elderly percentage,low access to doctors,moderate uninsured rate,moderate diabetes rate,low cardiovascular disease rate,low poverty rate,high african american population,medium hispanic population,0.353709,0.437864799,low covid risk index,low social vulnerability rank
18071, Jackson  (IN) ,midwest,rural,low elderly percentage,low access to doctors,moderate uninsured rate,high diabetes rate,low cardiovascular disease rate,low poverty rate,low african american population,high hispanic population,0.354027,0.442428102,low covid risk index,low social vulnerability rank
19057, Des Moines  (IA) ,midwest,rural,high elderly percentage,low access to doctors,very low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,low poverty rate,high african american population,low hispanic population,0.354346,0.446938342,low covid risk index,low social vulnerability rank
18091, LaPorte  (IN) ,midwest,small city,low elderly percentage,high access to doctors,low uninsured rate,high diabetes rate,high cardiovascular disease rate,high poverty rate,high african american population,high hispanic population,0.354664,0.430330043,low covid risk index,low social vulnerability rank
